django.utils.autoreload INFO 2025-02-21 19:38:51,507 autoreload 20648 692 Watching for file changes with StatReloader
django.utils.autoreload DEBUG 2025-02-21 19:38:52,862 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical first seen with mtime 1739764225.0022411
django.utils.autoreload DEBUG 2025-02-21 19:38:52,863 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\detail.html first seen with mtime 1739764224.9697144
django.utils.autoreload DEBUG 2025-02-21 19:38:52,863 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\dict_value.html first seen with mtime 1739764224.9707136
django.utils.autoreload DEBUG 2025-02-21 19:38:52,863 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\list.html first seen with mtime 1739764224.9707136
django.utils.autoreload DEBUG 2025-02-21 19:38:52,863 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\list_value.html first seen with mtime 1739764224.971712
django.utils.autoreload DEBUG 2025-02-21 19:38:52,863 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\simple_list_value.html first seen with mtime 1739764224.971712
django.utils.autoreload DEBUG 2025-02-21 19:38:52,863 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\auth first seen with mtime 1739764224.9772222
django.utils.autoreload DEBUG 2025-02-21 19:38:52,864 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\document.html first seen with mtime 1739764224.9727125
django.utils.autoreload DEBUG 2025-02-21 19:38:52,864 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\error.html first seen with mtime 1739764224.973712
django.utils.autoreload DEBUG 2025-02-21 19:38:52,864 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\index.html first seen with mtime 1739764224.973712
django.utils.autoreload DEBUG 2025-02-21 19:38:52,864 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\interact.html first seen with mtime 1739764224.9747114
django.utils.autoreload DEBUG 2025-02-21 19:38:52,864 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs first seen with mtime 1739764224.980214
django.utils.autoreload DEBUG 2025-02-21 19:38:52,864 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\link.html first seen with mtime 1739764224.9747114
django.utils.autoreload DEBUG 2025-02-21 19:38:52,864 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\sidebar.html first seen with mtime 1739764224.9757102
django.utils.autoreload DEBUG 2025-02-21 19:38:52,865 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\filters\base.html first seen with mtime 1739764224.9807243
django.utils.autoreload DEBUG 2025-02-21 19:38:52,865 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\filters\ordering.html first seen with mtime 1739764224.9817207
django.utils.autoreload DEBUG 2025-02-21 19:38:52,865 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\filters\search.html first seen with mtime 1739764224.9817207
django.utils.autoreload DEBUG 2025-02-21 19:38:52,865 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\checkbox.html first seen with mtime 1739764224.9827194
django.utils.autoreload DEBUG 2025-02-21 19:38:52,865 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\checkbox_multiple.html first seen with mtime 1739764224.983718
django.utils.autoreload DEBUG 2025-02-21 19:38:52,865 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\dict_field.html first seen with mtime 1739764224.983718
django.utils.autoreload DEBUG 2025-02-21 19:38:52,866 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\fieldset.html first seen with mtime 1739764224.9847174
django.utils.autoreload DEBUG 2025-02-21 19:38:52,866 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\form.html first seen with mtime 1739764224.9847174
django.utils.autoreload DEBUG 2025-02-21 19:38:52,866 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\input.html first seen with mtime 1739764224.9852276
django.utils.autoreload DEBUG 2025-02-21 19:38:52,866 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\list_field.html first seen with mtime 1739764224.986223
django.utils.autoreload DEBUG 2025-02-21 19:38:52,866 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\list_fieldset.html first seen with mtime 1739764224.986223
django.utils.autoreload DEBUG 2025-02-21 19:38:52,866 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\radio.html first seen with mtime 1739764224.9872224
django.utils.autoreload DEBUG 2025-02-21 19:38:52,867 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\select.html first seen with mtime 1739764224.9872224
django.utils.autoreload DEBUG 2025-02-21 19:38:52,867 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\select_multiple.html first seen with mtime 1739764224.9882221
django.utils.autoreload DEBUG 2025-02-21 19:38:52,867 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\textarea.html first seen with mtime 1739764224.9887342
django.utils.autoreload DEBUG 2025-02-21 19:38:52,867 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\checkbox.html first seen with mtime 1739764224.9897294
django.utils.autoreload DEBUG 2025-02-21 19:38:52,868 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\checkbox_multiple.html first seen with mtime 1739764224.9897294
django.utils.autoreload DEBUG 2025-02-21 19:38:52,868 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\dict_field.html first seen with mtime 1739764224.990728
django.utils.autoreload DEBUG 2025-02-21 19:38:52,868 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\fieldset.html first seen with mtime 1739764224.9912395
django.utils.autoreload DEBUG 2025-02-21 19:38:52,868 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\form.html first seen with mtime 1739764224.9912395
django.utils.autoreload DEBUG 2025-02-21 19:38:52,868 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\input.html first seen with mtime 1739764224.9922335
django.utils.autoreload DEBUG 2025-02-21 19:38:52,869 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\list_field.html first seen with mtime 1739764224.9932327
django.utils.autoreload DEBUG 2025-02-21 19:38:52,869 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\list_fieldset.html first seen with mtime 1739764224.9932327
django.utils.autoreload DEBUG 2025-02-21 19:38:52,869 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\radio.html first seen with mtime 1739764224.9942327
django.utils.autoreload DEBUG 2025-02-21 19:38:52,869 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\select.html first seen with mtime 1739764224.9942327
django.utils.autoreload DEBUG 2025-02-21 19:38:52,869 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\select_multiple.html first seen with mtime 1739764224.9952319
django.utils.autoreload DEBUG 2025-02-21 19:38:52,869 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\textarea.html first seen with mtime 1739764224.9952319
django.utils.autoreload DEBUG 2025-02-21 19:38:52,870 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\pagination\numbers.html first seen with mtime 1739764224.9962313
django.utils.autoreload DEBUG 2025-02-21 19:38:52,870 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\pagination\previous_and_next.html first seen with mtime 1739764224.996742
django.utils.autoreload DEBUG 2025-02-21 19:38:52,870 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\checkbox.html first seen with mtime 1739764224.996742
django.utils.autoreload DEBUG 2025-02-21 19:38:52,870 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\checkbox_multiple.html first seen with mtime 1739764224.9977374
django.utils.autoreload DEBUG 2025-02-21 19:38:52,871 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\dict_field.html first seen with mtime 1739764224.9977374
django.utils.autoreload DEBUG 2025-02-21 19:38:52,871 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\fieldset.html first seen with mtime 1739764224.9987369
django.utils.autoreload DEBUG 2025-02-21 19:38:52,871 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\form.html first seen with mtime 1739764224.9987369
django.utils.autoreload DEBUG 2025-02-21 19:38:52,871 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\input.html first seen with mtime 1739764224.9997363
django.utils.autoreload DEBUG 2025-02-21 19:38:52,871 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\list_field.html first seen with mtime 1739764225.0002463
django.utils.autoreload DEBUG 2025-02-21 19:38:52,871 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\list_fieldset.html first seen with mtime 1739764225.001242
django.utils.autoreload DEBUG 2025-02-21 19:38:52,872 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\radio.html first seen with mtime 1739764225.001242
django.utils.autoreload DEBUG 2025-02-21 19:38:52,872 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\select.html first seen with mtime 1739764225.0022411
django.utils.autoreload DEBUG 2025-02-21 19:38:52,872 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\select_multiple.html first seen with mtime 1739764225.0022411
django.utils.autoreload DEBUG 2025-02-21 19:38:52,872 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\textarea.html first seen with mtime 1739764225.0032406
django.utils.autoreload DEBUG 2025-02-21 19:38:52,873 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\auth\basic.html first seen with mtime 1739764224.9757102
django.utils.autoreload DEBUG 2025-02-21 19:38:52,873 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\auth\session.html first seen with mtime 1739764224.9767091
django.utils.autoreload DEBUG 2025-02-21 19:38:52,873 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\auth\token.html first seen with mtime 1739764224.9772222
django.utils.autoreload DEBUG 2025-02-21 19:38:52,873 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs\javascript-intro.html first seen with mtime 1739764224.9782152
django.utils.autoreload DEBUG 2025-02-21 19:38:52,874 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs\javascript.html first seen with mtime 1739764224.9782152
django.utils.autoreload DEBUG 2025-02-21 19:38:52,874 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs\python-intro.html first seen with mtime 1739764224.9792147
django.utils.autoreload DEBUG 2025-02-21 19:38:52,874 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs\python.html first seen with mtime 1739764224.9792147
django.utils.autoreload DEBUG 2025-02-21 19:38:52,874 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs\shell-intro.html first seen with mtime 1739764224.980214
django.utils.autoreload DEBUG 2025-02-21 19:38:52,874 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs\shell.html first seen with mtime 1739764224.9807243
django.utils.autoreload DEBUG 2025-02-21 19:38:52,880 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\zh_TW\LC_MESSAGES\django.mo first seen with mtime 1739764224.9229808
django.utils.autoreload DEBUG 2025-02-21 19:38:52,880 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\zh_Hant\LC_MESSAGES\django.mo first seen with mtime 1739764224.9229808
django.utils.autoreload DEBUG 2025-02-21 19:38:52,880 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\zh_Hans\LC_MESSAGES\django.mo first seen with mtime 1739764224.9219851
django.utils.autoreload DEBUG 2025-02-21 19:38:52,881 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\zh_CN\LC_MESSAGES\django.mo first seen with mtime 1739764224.920475
django.utils.autoreload DEBUG 2025-02-21 19:38:52,881 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\vi\LC_MESSAGES\django.mo first seen with mtime 1739764224.9194756
django.utils.autoreload DEBUG 2025-02-21 19:38:52,882 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\uk\LC_MESSAGES\django.mo first seen with mtime 1739764224.9184804
django.utils.autoreload DEBUG 2025-02-21 19:38:52,882 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\tr_TR\LC_MESSAGES\django.mo first seen with mtime 1739764224.9179692
django.utils.autoreload DEBUG 2025-02-21 19:38:52,882 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\tr\LC_MESSAGES\django.mo first seen with mtime 1739764224.9169703
django.utils.autoreload DEBUG 2025-02-21 19:38:52,883 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\th\LC_MESSAGES\django.mo first seen with mtime 1739764224.9159703
django.utils.autoreload DEBUG 2025-02-21 19:38:52,883 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\sv\LC_MESSAGES\django.mo first seen with mtime 1739764224.914975
django.utils.autoreload DEBUG 2025-02-21 19:38:52,885 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\sl\LC_MESSAGES\django.mo first seen with mtime 1739764224.9144647
django.utils.autoreload DEBUG 2025-02-21 19:38:52,885 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\sk\LC_MESSAGES\django.mo first seen with mtime 1739764224.913465
django.utils.autoreload DEBUG 2025-02-21 19:38:52,886 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\ru_RU\LC_MESSAGES\django.mo first seen with mtime 1739764224.912466
django.utils.autoreload DEBUG 2025-02-21 19:38:52,886 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\ru\LC_MESSAGES\django.mo first seen with mtime 1739764224.9114735
django.utils.autoreload DEBUG 2025-02-21 19:38:52,887 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\ro\LC_MESSAGES\django.mo first seen with mtime 1739764224.9099588
django.utils.autoreload DEBUG 2025-02-21 19:38:52,887 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\pt_PT\LC_MESSAGES\django.mo first seen with mtime 1739764224.90896
django.utils.autoreload DEBUG 2025-02-21 19:38:52,887 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\pt_BR\LC_MESSAGES\django.mo first seen with mtime 1739764224.907962
django.utils.autoreload DEBUG 2025-02-21 19:38:52,888 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\pt\LC_MESSAGES\django.mo first seen with mtime 1739764224.9059613
django.utils.autoreload DEBUG 2025-02-21 19:38:52,888 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\pl\LC_MESSAGES\django.mo first seen with mtime 1739764224.9049618
django.utils.autoreload DEBUG 2025-02-21 19:38:52,889 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\no\LC_MESSAGES\django.mo first seen with mtime 1739764224.9039629
django.utils.autoreload DEBUG 2025-02-21 19:38:52,889 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\nn\LC_MESSAGES\django.mo first seen with mtime 1739764224.902964
django.utils.autoreload DEBUG 2025-02-21 19:38:52,889 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\nl\LC_MESSAGES\django.mo first seen with mtime 1739764224.901964
django.utils.autoreload DEBUG 2025-02-21 19:38:52,890 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\ne_NP\LC_MESSAGES\django.mo first seen with mtime 1739764224.9009652
django.utils.autoreload DEBUG 2025-02-21 19:38:52,890 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\nb\LC_MESSAGES\django.mo first seen with mtime 1739764224.899966
django.utils.autoreload DEBUG 2025-02-21 19:38:52,891 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\mk\LC_MESSAGES\django.mo first seen with mtime 1739764224.8989663
django.utils.autoreload DEBUG 2025-02-21 19:38:52,891 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\lv\LC_MESSAGES\django.mo first seen with mtime 1739764224.897967
django.utils.autoreload DEBUG 2025-02-21 19:38:52,891 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\lt\LC_MESSAGES\django.mo first seen with mtime 1739764224.8969681
django.utils.autoreload DEBUG 2025-02-21 19:38:52,892 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\ko_KR\LC_MESSAGES\django.mo first seen with mtime 1739764224.8959754
django.utils.autoreload DEBUG 2025-02-21 19:38:52,892 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\ja\LC_MESSAGES\django.mo first seen with mtime 1739764224.8954587
django.utils.autoreload DEBUG 2025-02-21 19:38:52,892 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\it\LC_MESSAGES\django.mo first seen with mtime 1739764224.8944585
django.utils.autoreload DEBUG 2025-02-21 19:38:52,893 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\id\LC_MESSAGES\django.mo first seen with mtime 1739764224.893459
django.utils.autoreload DEBUG 2025-02-21 19:38:52,893 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\hy\LC_MESSAGES\django.mo first seen with mtime 1739764224.8924599
django.utils.autoreload DEBUG 2025-02-21 19:38:52,893 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\hu\LC_MESSAGES\django.mo first seen with mtime 1739764224.8914604
django.utils.autoreload DEBUG 2025-02-21 19:38:52,894 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\he_IL\LC_MESSAGES\django.mo first seen with mtime 1739764224.8904612
django.utils.autoreload DEBUG 2025-02-21 19:38:52,894 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\gl_ES\LC_MESSAGES\django.mo first seen with mtime 1739764224.8894615
django.utils.autoreload DEBUG 2025-02-21 19:38:52,894 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\gl\LC_MESSAGES\django.mo first seen with mtime 1739764224.8884623
django.utils.autoreload DEBUG 2025-02-21 19:38:52,895 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\fr_CA\LC_MESSAGES\django.mo first seen with mtime 1739764224.8874629
django.utils.autoreload DEBUG 2025-02-21 19:38:52,895 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\fr\LC_MESSAGES\django.mo first seen with mtime 1739764224.8874629
django.utils.autoreload DEBUG 2025-02-21 19:38:52,895 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\fi\LC_MESSAGES\django.mo first seen with mtime 1739764224.8864634
django.utils.autoreload DEBUG 2025-02-21 19:38:52,896 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\fa_IR\LC_MESSAGES\django.mo first seen with mtime 1739764224.8854642
django.utils.autoreload DEBUG 2025-02-21 19:38:52,896 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\fa\LC_MESSAGES\django.mo first seen with mtime 1739764224.884464
django.utils.autoreload DEBUG 2025-02-21 19:38:52,896 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\et\LC_MESSAGES\django.mo first seen with mtime 1739764224.883465
django.utils.autoreload DEBUG 2025-02-21 19:38:52,897 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\es\LC_MESSAGES\django.mo first seen with mtime 1739764224.882466
django.utils.autoreload DEBUG 2025-02-21 19:38:52,897 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\en_US\LC_MESSAGES\django.mo first seen with mtime 1739764224.8814662
django.utils.autoreload DEBUG 2025-02-21 19:38:52,897 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\en_CA\LC_MESSAGES\django.mo first seen with mtime 1739764224.880468
django.utils.autoreload DEBUG 2025-02-21 19:38:52,898 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\en_AU\LC_MESSAGES\django.mo first seen with mtime 1739764224.880468
django.utils.autoreload DEBUG 2025-02-21 19:38:52,898 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\en\LC_MESSAGES\django.mo first seen with mtime 1739764224.8794672
django.utils.autoreload DEBUG 2025-02-21 19:38:52,899 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\el_GR\LC_MESSAGES\django.mo first seen with mtime 1739764224.8784864
django.utils.autoreload DEBUG 2025-02-21 19:38:52,899 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\el\LC_MESSAGES\django.mo first seen with mtime 1739764224.8774266
django.utils.autoreload DEBUG 2025-02-21 19:38:52,899 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\de\LC_MESSAGES\django.mo first seen with mtime 1739764224.8764272
django.utils.autoreload DEBUG 2025-02-21 19:38:52,900 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\da\LC_MESSAGES\django.mo first seen with mtime 1739764224.8754275
django.utils.autoreload DEBUG 2025-02-21 19:38:52,900 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\cs\LC_MESSAGES\django.mo first seen with mtime 1739764224.8744283
django.utils.autoreload DEBUG 2025-02-21 19:38:52,900 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\ca_ES\LC_MESSAGES\django.mo first seen with mtime 1739764224.8734305
django.utils.autoreload DEBUG 2025-02-21 19:38:52,901 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\ca\LC_MESSAGES\django.mo first seen with mtime 1739764224.8724308
django.utils.autoreload DEBUG 2025-02-21 19:38:52,901 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\bg\LC_MESSAGES\django.mo first seen with mtime 1739764224.871442
django.utils.autoreload DEBUG 2025-02-21 19:38:52,902 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\be\LC_MESSAGES\django.mo first seen with mtime 1739764224.86992
django.utils.autoreload DEBUG 2025-02-21 19:38:52,902 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\az\LC_MESSAGES\django.mo first seen with mtime 1739764224.8689206
django.utils.autoreload DEBUG 2025-02-21 19:38:52,902 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\ar\LC_MESSAGES\django.mo first seen with mtime 1739764224.8689206
django.utils.autoreload DEBUG 2025-02-21 19:38:52,903 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\locale\ach\LC_MESSAGES\django.mo first seen with mtime 1739764224.8679323
django.utils.autoreload DEBUG 2025-02-21 19:38:54,153 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\migrations\0002_logentry_remove_auto_add.py first seen with mtime 1739764107.9375508
django.utils.autoreload DEBUG 2025-02-21 19:38:54,154 autoreload 20648 692 File F:\python\env\Lib\site-packages\django_apscheduler\migrations\0007_auto_20200717_1404.py first seen with mtime 1740113078.0107343
django.utils.autoreload DEBUG 2025-02-21 19:38:54,155 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\migrations\0001_initial.py first seen with mtime 1739764108.4512968
django.utils.autoreload DEBUG 2025-02-21 19:38:54,157 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\migrations\__init__.py first seen with mtime 1739764108.4584856
django.utils.autoreload DEBUG 2025-02-21 19:38:54,159 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\contenttypes\migrations\0002_remove_content_type_name.py first seen with mtime 1739764108.8387592
django.utils.autoreload DEBUG 2025-02-21 19:38:54,159 autoreload 20648 692 File F:\python\env\Lib\site-packages\django_apscheduler\migrations\0008_remove_djangojobexecution_started.py first seen with mtime 1740113078.011734
django.utils.autoreload DEBUG 2025-02-21 19:38:54,160 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\migrations\recorder.py first seen with mtime 1739764112.2312672
django.utils.autoreload DEBUG 2025-02-21 19:38:54,161 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\migrations\0012_alter_user_first_name_max_length.py first seen with mtime 1739764108.4574864
django.utils.autoreload DEBUG 2025-02-21 19:38:54,163 autoreload 20648 692 File F:\python\env\Lib\site-packages\django_apscheduler\migrations\0003_auto_20200716_1632.py first seen with mtime 1740113078.0087357
django.utils.autoreload DEBUG 2025-02-21 19:38:54,164 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\migrations\0009_alter_user_last_name_max_length.py first seen with mtime 1739764108.4552903
django.utils.autoreload DEBUG 2025-02-21 19:38:54,164 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\migrations\0008_alter_user_username_max_length.py first seen with mtime 1739764108.4552903
django.utils.autoreload DEBUG 2025-02-21 19:38:54,168 autoreload 20648 692 File F:\python\env\Lib\site-packages\django_apscheduler\migrations\0006_remove_djangojob_name.py first seen with mtime 1740113078.009735
django.utils.autoreload DEBUG 2025-02-21 19:38:54,171 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\contenttypes\migrations\__init__.py first seen with mtime 1739764108.8397589
django.utils.autoreload DEBUG 2025-02-21 19:38:54,172 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\migrations\0011_update_proxy_permissions.py first seen with mtime 1739764108.4574864
django.utils.autoreload DEBUG 2025-02-21 19:38:54,173 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\sessions\backends\db.py first seen with mtime 1739764110.295132
django.utils.autoreload DEBUG 2025-02-21 19:38:54,174 autoreload 20648 692 File F:\python\env\Lib\site-packages\django_apscheduler\migrations\0009_djangojobexecution_unique_job_executions.py first seen with mtime 1740113078.011734
django.utils.autoreload DEBUG 2025-02-21 19:38:54,176 autoreload 20648 692 File F:\python\env\Lib\site-packages\django_apscheduler\migrations\0005_migrate_name_to_id.py first seen with mtime 1740113078.009735
